+-------------------+----------+-------------+---------------------------+--------------+---------------+-----------+------------+-----------------------+
| id_periodo        | ticker   | flag_subida | d                         | fecha_inicio | precio_inicio | fecha_fin | precio_fin | diferencia_porcentaje |
| 20160701-20170502 | MTB.MC   |           1 | bonanza_1617              |     20160701 |        1.1193 |  20170502 |     2.5591 |         128.633967658 |
| 20160701-20170502 | XVALP.MC |           1 | bonanza_1617              |     20160701 |        3.4210 |  20170502 |     7.6850 |         124.641917568 |
| 20160701-20170502 | LBK.MC   |           1 | bonanza_1617              |     20160701 |        0.5900 |  20170502 |     1.2500 |         111.864406780 |
| 20160701-20170502 | CABK.MC  |           1 | bonanza_1617              |     20160701 |        2.0110 |  20170502 |     4.2130 |         109.497762307 |
| 20160701-20170502 | XGGB.MC  |           1 | bonanza_1617              |     20160701 |        1.4760 |  20170502 |     2.9100 |          97.154471545 |
| 20160701-20170502 | TRG.MC   |           1 | bonanza_1617              |     20160701 |        0.5900 |  20170502 |     1.1500 |          94.915254237 |
| 20160701-20170502 | XVALO.MC |           1 | bonanza_1617              |     20160701 |        4.2500 |  20170502 |     8.0900 |          90.352941176 |
| 20160701-20170502 | UBS.MC   |           1 | bonanza_1617              |     20160701 |        0.0100 |  20170502 |     0.0190 |          90.000000000 |
| 20160701-20170502 | EZE.MC   |           1 | bonanza_1617              |     20160701 |        0.3818 |  20170502 |     0.7039 |          84.363541121 |
| 20160701-20170502 | XCMIG.MC |           1 | bonanza_1617              |     20160701 |        1.4500 |  20170502 |     2.6000 |          79.310344828 |
| 20160701-20170502 | SLR.MC   |           1 | bonanza_1617              |     20160701 |        0.5700 |  20170502 |     1.0100 |          77.192982456 |
| 20160701-20170502 | IBEXA.MC |           1 | bonanza_1617              |     20160701 |       12.7500 |  20170502 |    22.4400 |          76.000000000 |
| 20160701-20170502 | NEA.MC   |           1 | bonanza_1617              |     20160701 |        1.4000 |  20170502 |     2.4600 |          75.714285714 |
| 20160701-20170502 | AZK.MC   |           1 | bonanza_1617              |     20160701 |        4.1400 |  20170502 |     7.2400 |          74.879227053 |
| 20160701-20170502 | PHM.MC   |           1 | bonanza_1617              |     20160701 |        2.1800 |  20170502 |     3.7900 |          73.853211009 |
| 20160701-20170502 | SAN.MC   |           1 | bonanza_1617              |     20160701 |        3.4454 |  20170502 |     5.9564 |          72.879781738 |
| 20160701-20170502 | IBG.MC   |           1 | bonanza_1617              |     20160701 |       17.5800 |  20170502 |    30.0000 |          70.648464164 |
| 20160701-20170502 | BKIA.MC  |           1 | bonanza_1617              |     20160701 |        2.5880 |  20170502 |     4.4000 |          70.015455951 |
| 20160701-20170502 | NAT.MC   |           1 | bonanza_1617              |     20160701 |        0.3750 |  20170502 |     0.6250 |          66.666666667 |
| 20160701-20170502 | MTS.MC   |           1 | bonanza_1617              |     20160701 |       13.1790 |  20170502 |    21.6690 |          64.420669247 |
| 20160701-20170502 | REN.MC   |           1 | bonanza_1617              |     20160701 |        1.6000 |  20170502 |     2.6150 |          63.437500000 |
| 20160701-20170502 | CBAV.MC  |           1 | bonanza_1617              |     20160701 |        6.3400 |  20170502 |    10.2800 |          62.145110410 |
| 20160701-20170502 | FDR.MC   |           1 | bonanza_1617              |     20160701 |        3.5350 |  20170502 |     5.7050 |          61.386138614 |
| 20160701-20170502 | LGT.MC   |           1 | bonanza_1617              |     20160701 |       13.0500 |  20170502 |    21.0050 |          60.957854406 |
| 20160701-20170502 | EDR.MC   |           1 | bonanza_1617              |     20160701 |        1.9550 |  20170502 |     3.1050 |          58.823529412 |
| 20160701-20170502 | MAP.MC   |           1 | bonanza_1617              |     20160701 |        2.0000 |  20170502 |     3.1590 |          57.950000000 |
| 20160701-20170502 | BIO.MC   |           1 | bonanza_1617              |     20160701 |        0.3950 |  20170502 |     0.6200 |          56.962025316 |
| 20160701-20170502 | XBBDC.MC |           1 | bonanza_1617              |     20160701 |        5.7664 |  20170502 |     9.0450 |          56.856964484 |
| 20160701-20170502 | ADZ.MC   |           1 | bonanza_1617              |     20160701 |        3.2500 |  20170502 |     5.0800 |          56.307692308 |
| 20160701-20170502 | LEV.MC   |           1 | bonanza_1617              |     20160701 |       16.8200 |  20170502 |    26.2000 |          55.766944114 |
| 20160701-20170502 | XELTO.MC |           1 | bonanza_1617              |     20160701 |        3.3300 |  20170502 |     5.1700 |          55.255255255 |
| 20160701-20170502 | SCYR.MC  |           1 | bonanza_1617              |     20160701 |        1.4810 |  20170502 |     2.2950 |          54.962862930 |
| 20160701-20170502 | S2962.MC |           1 | bonanza_1617              |     20160701 |       12.0691 |  20170502 |    18.6116 |          54.208681675 |
| 20160701-20170502 | APAM.MC  |           1 | bonanza_1617              |     20160701 |       29.8750 |  20170502 |    45.8500 |          53.472803347 |
| 20160701-20170502 | DOM.MC   |           1 | bonanza_1617              |     20160701 |        2.4600 |  20170502 |     3.7010 |          50.447154472 |
| 20160701-20170502 | INY.MC   |           1 | bonanza_1617              |     20160701 |        0.1370 |  20170502 |     0.2055 |          50.000000000 |
| 20160701-20170502 | ENC.MC   |           1 | bonanza_1617              |     20160701 |        2.2650 |  20170502 |     3.3900 |          49.668874172 |
| 20160701-20170502 | SAB.MC   |           1 | bonanza_1617              |     20160701 |        1.2000 |  20170502 |     1.7930 |          49.416666667 |
| 20160701-20170502 | BNK.MC   |           1 | bonanza_1617              |     20160701 |       14.8400 |  20170502 |    22.0800 |          48.787061995 |
| 20160701-20170502 | SNC.MC   |           1 | bonanza_1617              |     20160701 |        0.1246 |  20170502 |     0.1820 |          46.067415730 |
| 20160701-20170502 | IAG.MC   |           1 | bonanza_1617              |     20160701 |        4.5370 |  20170502 |     6.6210 |          45.933436191 |
| 20160701-20170502 | AIR.MC   |           1 | bonanza_1617              |     20160701 |       51.5000 |  20170502 |    74.9000 |          45.436893204 |
| 20160701-20170502 | BBVA.MC  |           1 | bonanza_1617              |     20160701 |        5.1210 |  20170502 |     7.4400 |          45.284124194 |
| 20160701-20170502 | GCO.MC   |           1 | bonanza_1617              |     20160701 |       24.8900 |  20170502 |    36.0700 |          44.917637605 |
| 20160701-20170502 | BKT.MC   |           1 | bonanza_1617              |     20160701 |        5.8140 |  20170502 |     8.3030 |          42.810457516 |
| 20160701-20170502 | ENO.MC   |           1 | bonanza_1617              |     20160701 |        7.1000 |  20170502 |    10.0900 |          42.112676056 |
| 20160701-20170502 | PAC.MC   |           1 | bonanza_1617              |     20160701 |        4.9400 |  20170502 |     7.0000 |          41.700404858 |
| 20160701-20170502 | MEL.MC   |           1 | bonanza_1617              |     20160701 |        9.9600 |  20170502 |    13.7900 |          38.453815261 |
| 20160701-20170502 | VOC.MC   |           1 | bonanza_1617              |     20160701 |        1.1700 |  20170502 |     1.6050 |          37.179487179 |
| 20160701-20170502 | ACS.MC   |           1 | bonanza_1617              |     20160701 |       25.2150 |  20170502 |    34.5000 |          36.823319453 |
| 20160701-20170502 | TRE.MC   |           1 | bonanza_1617              |     20160701 |       26.9000 |  20170502 |    36.5000 |          35.687732342 |
| 20160701-20170502 | ALB.MC   |           1 | bonanza_1617              |     20160701 |       36.6700 |  20170502 |    49.7500 |          35.669484592 |
| 20160701-20170502 | DXIBX.MC |           1 | bonanza_1617              |     20160701 |       18.3200 |  20170502 |    24.7300 |          34.989082969 |
| 20160701-20170502 | HIS.MC   |           1 | bonanza_1617              |     20160701 |       10.5500 |  20170502 |    14.2050 |          34.644549763 |
| 20160701-20170502 | XAMXL.MC |           1 | bonanza_1617              |     20160701 |        0.5280 |  20170502 |     0.7100 |          34.469696970 |
| 20160701-20170502 | XELTB.MC |           1 | bonanza_1617              |     20160701 |        4.5900 |  20170502 |     6.1650 |          34.313725490 |
| 20160701-20170502 | BME.MC   |           1 | bonanza_1617              |     20160701 |       25.1700 |  20170502 |    33.6000 |          33.492252682 |
| 20160701-20170502 | IDR.MC   |           1 | bonanza_1617              |     20160701 |        9.6370 |  20170502 |    12.8000 |          32.821417454 |
| 20160701-20170502 | RJF.MC   |           1 | bonanza_1617              |     20160701 |        2.6570 |  20170502 |     3.5180 |          32.404968009 |
| 20160701-20170502 | TLGO.MC  |           1 | bonanza_1617              |     20160701 |        4.2200 |  20170502 |     5.5760 |          32.132701422 |
| 20160701-20170502 | DXIBD.MC |           1 | bonanza_1617              |     20160701 |       18.1200 |  20170502 |    23.8500 |          31.622516556 |
| 20160701-20170502 | XTZA.MC  |           1 | bonanza_1617              |     20160701 |        0.1220 |  20170502 |     0.1590 |          30.327868852 |
| 20160701-20170502 | BBVAI.MC |           1 | bonanza_1617              |     20160701 |        8.4300 |  20170502 |    10.8700 |          28.944246738 |
| 20160701-20170502 | TUB.MC   |           1 | bonanza_1617              |     20160701 |        2.2650 |  20170502 |     2.9200 |          28.918322296 |
| 20160701-20170502 | LYXIB.MC |           1 | bonanza_1617              |     20160701 |       83.4400 |  20170502 |   107.4000 |          28.715244487 |
| 20160701-20170502 | ALNT.MC  |           1 | bonanza_1617              |     20160701 |        9.4594 |  20170502 |    12.0900 |          27.809374802 |
| 20160701-20170502 | CIE.MC   |           1 | bonanza_1617              |     20160701 |       15.5700 |  20170502 |    19.8700 |          27.617212588 |
| 20160701-20170502 | A3M.MC   |           1 | bonanza_1617              |     20160701 |        9.2500 |  20170502 |    11.7600 |          27.135135135 |
| 20160701-20170502 | AXIA.MC  |           1 | bonanza_1617              |     20160701 |       11.8000 |  20170502 |    15.0000 |          27.118644068 |
| 20160701-20170502 | ORY.MC   |           1 | bonanza_1617              |     20160701 |        2.7350 |  20170502 |     3.4700 |          26.873857404 |
| 20160701-20170502 | APPS.MC  |           1 | bonanza_1617              |     20160701 |        9.1000 |  20170502 |    11.5400 |          26.813186813 |
| 20160701-20170502 | TL5.MC   |           1 | bonanza_1617              |     20160701 |       10.2250 |  20170502 |    12.9300 |          26.454767726 |
| 20160701-20170502 | AMS.MC   |           1 | bonanza_1617              |     20160701 |       39.5700 |  20170502 |    50.0000 |          26.358352287 |
| 20160701-20170502 | ALM.MC   |           1 | bonanza_1617              |     20160701 |       13.2300 |  20170502 |    16.7000 |          26.228269085 |
| 20160701-20170502 | XCOP.MC  |           1 | bonanza_1617              |     20160701 |        6.5000 |  20170502 |     8.1750 |          25.769230769 |
| 20160701-20170502 | REP.MC   |           1 | bonanza_1617              |     20160701 |       11.6750 |  20170502 |    14.6300 |          25.310492505 |
| 20160701-20170502 | GRF.MC   |           1 | bonanza_1617              |     20160701 |       20.2550 |  20170502 |    25.2150 |          24.487780795 |
| 20160701-20170502 | NTH.MC   |           1 | bonanza_1617              |     20160701 |        3.9400 |  20170502 |     4.8600 |          23.350253807 |
| 20160701-20170502 | NHH.MC   |           1 | bonanza_1617              |     20160701 |        3.9350 |  20170502 |     4.8400 |          22.998729352 |
| 20160701-20170502 | BAY.MC   |           1 | bonanza_1617              |     20160701 |       90.4500 |  20170502 |   110.9000 |          22.609176341 |
| 20160701-20170502 | ACX.MC   |           1 | bonanza_1617              |     20160701 |       10.3650 |  20170502 |    12.7000 |          22.527737578 |
| 20160701-20170502 | ELE.MC   |           1 | bonanza_1617              |     20160701 |       17.8900 |  20170502 |    21.8950 |          22.386808273 |
| 20160701-20170502 | CAF.MC   |           1 | bonanza_1617              |     20160701 |       30.7200 |  20170502 |    37.3900 |          21.712239583 |
| 20160701-20170502 | BBVAE.MC |           1 | bonanza_1617              |     20160701 |       29.6200 |  20170502 |    36.0000 |          21.539500338 |
| 20160701-20170502 | QBT.MC   |           1 | bonanza_1617              |     20160701 |        1.6300 |  20170502 |     1.9810 |          21.533742331 |
| 20160701-20170502 | PQR.MC   |           1 | bonanza_1617              |     20160701 |       13.4000 |  20170502 |    16.2000 |          20.895522388 |
| 20160701-20170502 | MSE.MC   |           1 | bonanza_1617              |     20160701 |       29.2050 |  20170502 |    35.2750 |          20.784112310 |
| 20160701-20170502 | OHL.MC   |           1 | bonanza_1617              |     20160701 |        3.3480 |  20170502 |     4.0030 |          19.563918757 |
| 20160701-20170502 | ABE.MC   |           1 | bonanza_1617              |     20160701 |       13.5300 |  20170502 |    16.1600 |          19.438285292 |
| 20160701-20170502 | EEP.MC   |           1 | bonanza_1617              |     20160701 |        0.8300 |  20170502 |     0.9900 |          19.277108434 |
| 20160701-20170502 | TEF.MC   |           1 | bonanza_1617              |     20160701 |        8.6650 |  20170502 |    10.3200 |          19.099826890 |
| 20160701-20170502 | NBI.MC   |           1 | bonanza_1617              |     20160701 |        1.3500 |  20170502 |     1.6000 |          18.518518519 |
| 20160701-20170502 | ITX.MC   |           1 | bonanza_1617              |     20160701 |       29.9850 |  20170502 |    35.4350 |          18.175754544 |
| 20160701-20170502 | ANA.MC   |           1 | bonanza_1617              |     20160701 |       65.6900 |  20170502 |    77.5500 |          18.054498402 |
| 20160701-20170502 | DJE.MC   |           1 | bonanza_1617              |     20160701 |      163.2000 |  20170502 |   192.5000 |          17.953431373 |
| 20160701-20170502 | GAS.MC   |           1 | bonanza_1617              |     20160701 |       17.7150 |  20170502 |    20.7700 |          17.245272368 |
| 20160701-20170502 | PRM.MC   |           1 | bonanza_1617              |     20160701 |        8.3600 |  20170502 |     9.7500 |          16.626794258 |
| 20160701-20170502 | MRL.MC   |           1 | bonanza_1617              |     20160701 |        9.3760 |  20170502 |    10.9200 |          16.467576792 |
| 20160701-20170502 | INR.MC   |           1 | bonanza_1617              |     20160701 |       13.7800 |  20170502 |    16.0400 |          16.400580552 |
| 20160701-20170502 | RDM.MC   |           1 | bonanza_1617              |     20160701 |        0.2980 |  20170502 |     0.3460 |          16.107382550 |
| 20160701-20170502 | ISUR.MC  |           1 | bonanza_1617              |     20160701 |        8.7000 |  20170502 |    10.1000 |          16.091954023 |
| 20160701-20170502 | INC.MC   |           1 | bonanza_1617              |     20160701 |        1.8953 |  20170502 |     2.2000 |          16.076610563 |
| 20160701-20170502 | LOG.MC   |           1 | bonanza_1617              |     20160701 |       19.4550 |  20170502 |    22.5500 |          15.908506811 |
| 20160701-20170502 | SP5.MC   |           1 | bonanza_1617              |     20160701 |       19.3900 |  20170502 |    22.4000 |          15.523465704 |
| 20160701-20170502 | CLNX.MC  |           1 | bonanza_1617              |     20160701 |       14.2650 |  20170502 |    16.4750 |          15.492464073 |
| 20160701-20170502 | EKT.MC   |           1 | bonanza_1617              |     20160701 |        8.1700 |  20170502 |     9.3510 |          14.455324357 |
| 20160701-20170502 | BDL.MC   |           1 | bonanza_1617              |     20160701 |       99.0500 |  20170502 |   113.1000 |          14.184755174 |
| 20160701-20170502 | RIO.MC   |           1 | bonanza_1617              |     20160701 |        4.0000 |  20170502 |     4.5600 |          14.000000000 |
| 20160701-20170502 | FRS.MC   |           1 | bonanza_1617              |     20160701 |        0.4900 |  20170502 |     0.5550 |          13.265306122 |
| 20160701-20170502 | FCC.MC   |           1 | bonanza_1617              |     20160701 |        7.5900 |  20170502 |     8.5900 |          13.175230567 |
| 20160701-20170502 | FAE.MC   |           1 | bonanza_1617              |     20160701 |        2.9300 |  20170502 |     3.3000 |          12.627986348 |
| 20160701-20170502 | S1898.MC |           1 | bonanza_1617              |     20160701 |        8.5858 |  20170502 |     9.6366 |          12.238812924 |
| 20160701-20170502 | FER.MC   |           1 | bonanza_1617              |     20160701 |       17.7000 |  20170502 |    19.8000 |          11.864406780 |
| 20160701-20170502 | CDR.MC   |           1 | bonanza_1617              |     20160701 |        0.4400 |  20170502 |     0.4900 |          11.363636364 |
| 20160701-20170502 | PSG.MC   |           1 | bonanza_1617              |     20160701 |        5.3700 |  20170502 |     5.9800 |          11.359404097 |
| 20160701-20170502 | CCE.MC   |           1 | bonanza_1617              |     20160701 |       31.7500 |  20170502 |    35.2000 |          10.866141732 |
| 20160701-20170502 | IBE.MC   |           1 | bonanza_1617              |     20160701 |        6.0600 |  20170502 |     6.6790 |          10.214521452 |
| 20160701-20170502 | ROVI.MC  |           1 | bonanza_1617              |     20160701 |       13.7500 |  20170502 |    15.1400 |          10.109090909 |
| 20170601-20171004 | RDM.MC   |           0 | crisis_17                 |     20170601 |        0.3450 |  20171004 |     0.6050 |          75.362318841 |
| 20170601-20171004 | XELTO.MC |           0 | crisis_17                 |     20170601 |        3.8700 |  20171004 |     5.7500 |          48.578811370 |
| 20170601-20171004 | FDR.MC   |           0 | crisis_17                 |     20170601 |        6.2000 |  20171004 |     8.5250 |          37.500000000 |
| 20170601-20171004 | GRE.MC   |           0 | crisis_17                 |     20170601 |        1.4900 |  20171004 |     1.9700 |          32.214765101 |
| 20170601-20171004 | VID.MC   |           0 | crisis_17                 |     20170601 |       58.4000 |  20171004 |    76.5500 |          31.078767123 |
| 20170601-20171004 | XBBDC.MC |           0 | crisis_17                 |     20170601 |        7.6600 |  20171004 |     9.8500 |          28.590078329 |
| 20170601-20171004 | XBBDC.MC |           0 | crisis_17                 |     20170601 |        7.6600 |  20171004 |     9.8500 |          28.590078329 |
| 20170601-20171004 | XELTB.MC |           0 | crisis_17                 |     20170601 |        4.9200 |  20171004 |     6.1700 |          25.406504065 |
| 20170601-20171004 | XELTB.MC |           0 | crisis_17                 |     20170601 |        4.9200 |  20171004 |     6.1700 |          25.406504065 |
| 20170601-20171004 | XBRPP.MC |           0 | crisis_17                 |     20170601 |        5.1200 |  20171004 |     6.4000 |          25.000000000 |
| 20170601-20171004 | XBRPP.MC |           0 | crisis_17                 |     20170601 |        5.1200 |  20171004 |     6.4000 |          25.000000000 |
| 20170601-20171004 | ENC.MC   |           0 | crisis_17                 |     20170601 |        3.5250 |  20171004 |     4.3800 |          24.255319149 |
| 20170601-20171004 | XTZA.MC  |           0 | crisis_17                 |     20170601 |        0.1310 |  20171004 |     0.1570 |          19.847328244 |
| 20170601-20171004 | RIO.MC   |           0 | crisis_17                 |     20170601 |        4.4400 |  20171004 |     5.3000 |          19.369369369 |
| 20170601-20171004 | PRS.MC   |           0 | crisis_17                 |     20170601 |        2.8260 |  20171004 |     3.3500 |          18.542108988 |
| 20170601-20171004 | XBRK.MC  |           0 | crisis_17                 |     20170601 |        9.2100 |  20171004 |    10.9000 |          18.349619978 |
| 20170601-20171004 | MTS.MC   |           0 | crisis_17                 |     20170601 |       19.5200 |  20171004 |    22.6750 |          16.162909836 |
| 20170601-20171004 | XVALO.MC |           0 | crisis_17                 |     20170601 |        7.5900 |  20171004 |     8.8000 |          15.942028986 |
| 20170601-20171004 | 2INVE.MC |           0 | crisis_17                 |     20170601 |        3.5800 |  20171004 |     4.0900 |          14.245810056 |
| 20170601-20171004 | XSARE.MC |           0 | crisis_17                 |     20170601 |        0.0090 |  20171004 |     0.0100 |          11.111111111 |
+-------------------+----------+-------------+---------------------------+--------------+---------------+-----------+------------+-----------------------+
